name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Kingston FURY Beast 32 GB,4781.6,"5,6400","2,16",7.471,White,10.0,32.0
G.Skill Flare X5 48 GB,9141.4,"5,6000","2,24",9.522,Black,10.0,30.0
TEAMGROUP T-Force Vulcan 64 GB,3379.8,"5,6000","2,32",2.64,Red,12.667,38.0
Kingston FURY Beast RGB 32 GB,2399.79,"5,5200","2,16",3.75,Black,13.846,36.0
ADATA XPG LANCER NEON RGB 32 GB,,"5,6000","2,16",,Black,10.0,30.0
Patriot Viper Elite II 8 GB,439.79,"4,3600","1,8",2.749,Red / Black,11.111,20.0
Corsair Vengeance RGB Pro 128 GB,7130.8,"4,3600","4,32",2.785,Black,10.0,18.0
Corsair Vengeance LPX 128 GB,,"4,3600","4,32",,Black / Yellow,10.0,18.0
TEAMGROUP T-Force Vulcan 32 GB,1799.8,"5,6400","2,16",2.812,Black,12.5,40.0
G.Skill Trident Z RGB 256 GB,11599.8,"4,3200","8,32",2.266,Black,10.0,16.0
ADATA XPG GAMMIX D10 16 GB,1903.4,"4,3200","2,8",5.948,Black,10.0,16.0
G.Skill Aegis 16 GB,,"4,2666","2,8",,Red / Black,14.254,19.0
Lexar Hades OC 32 GB,,"4,3600","2,16",,Gray / Black,10.0,18.0
G.Skill Trident Z Royal 32 GB,1999.8,"4,3200","2,16",3.125,Silver,10.0,16.0
G.Skill Ripjaws M5 Neo RGB 96 GB,,"5,6000","2,48",,Black,10.0,30.0
Corsair Dominator Platinum RGB 32 GB,3598.0,"5,6400","2,16",5.622,Black,10.0,32.0
Corsair Vengeance RGB 32 GB,,"5,6000","2,16",,Black,12.0,36.0
PNY XLR8 Gaming EPIC-X RGB 32 GB,1599.6,"4,3600","2,16",2.499,Black,10.0,18.0
TEAMGROUP T-Force Delta RGB 48 GB,3599.8,"5,7200","2,24",3.75,White,9.444,34.0
Kingston FURY Beast RGB 64 GB,6890.6,"5,6000","2,32",5.383,White,10.0,30.0
Patriot Viper Xtreme 5 RGB 32 GB,2599.8,"5,7800","2,16",4.062,Black,9.744,38.0
Timetec PINNACLE Konduit RGB 32 GB,1119.8,"4,3200","1,32",1.75,White,10.0,16.0
G.Skill Ripjaws V 32 GB,,"4,3600","2,16",,White / Black,10.0,18.0
ADATA XPG LANCER RGB ROG CERTIFIED 32 GB,,"5,6600","2,16",,Black,9.697,32.0
Silicon Power XPOWER Storm RGB 32 GB,1999.4,"5,7200","2,16",3.124,Black,9.444,34.0
G.Skill Ripjaws V 32 GB,,"4,4400","2,16",,Black,8.636,19.0
G.Skill Trident Z5 Neo 48 GB,4399.8,"5,8000","2,24",4.583,Black,10.0,40.0
Corsair Vengeance RGB 64 GB,3559.8,"5,5200","2,32",2.781,Gray,15.385,40.0
Corsair Vengeance RGB Pro 16 GB,1719.8,"4,3000","2,8",5.374,Black,10.667,16.0
Kingston ValueRAM 8 GB,486.6,"4,3200","1,8",3.041,,13.75,22.0
Kingston HyperX Fury 8 GB,,"3,1600","1,8",,Blue / Silver,12.5,10.0
V-Color Prism Pro 32 GB,,"4,3200","2,16",,Black,10.0,16.0
Samsung M393A2G40EB1-CRC 16 GB,456.0,"4,2400","1,16",1.425,Black / Green,14.167,17.0
Silicon Power SP016GBLFU320X22 16 GB,,"4,3200","2,8",,,13.75,22.0
G.Skill TridentZ RGB 32 GB,13550.4,"4,4000","2,16",21.172,Black,8.0,16.0
Corsair Dominator Platinum RGB 64 GB,5019.8,"5,6000","2,32",3.922,Black,13.333,40.0
G.Skill Ripjaws V 8 GB,,"4,2400","2,4",,Black / Red,12.5,15.0
Patriot Viper 4 Blackout 8 GB,,"4,3200","2,4",,Black,11.875,19.0
G.Skill Ripjaws X 16 GB,992.2,"3,1600","2,8",3.101,Black / Blue,11.25,9.0
Corsair Vengeance LPX 32 GB,2199.79,"4,3600","4,8",3.437,Black / Yellow,8.889,16.0
TEAMGROUP T-Force DELTAα RGB 32 GB,1849.8,"5,6000","2,16",2.89,White,12.667,38.0
Corsair Dominator Platinum RGB 32 GB,3760.8,"4,3600","4,8",5.876,Black,10.0,18.0
TEAMGROUP T-Force Delta RGB 96 GB,6919.8,"5,6800","2,48",3.604,Black,10.588,36.0
Corsair Vengeance RGB Pro SL 64 GB,4199.8,"4,3600","4,16",3.281,Black,10.0,18.0
G.Skill Ripjaws S5 96 GB,3699.8,"5,5200","2,48",1.927,White,15.385,40.0
G.Skill Trident Z Neo 128 GB,9344.19,"4,3600","4,32",3.65,Black / Silver,8.889,16.0
Corsair Dominator Platinum RGB 32 GB,3894.4,"5,5600","2,16",6.085,Black,12.857,36.0
Corsair CMV4GX4M1A2133C15 4 GB,375.6,"4,2133","1,4",4.695,Black,14.065,15.0
ADATA XPG Z1 16 GB,,"4,3000","2,8",,Red / Black,10.667,16.0
G.Skill Trident Z RGB 32 GB,,"4,4000","2,16",,Black,7.0,14.0
G.Skill Value 4 GB,,"4,2400","1,4",,Black,14.167,17.0
Corsair Vengeance RGB 32 GB,,"5,6000","2,16",,Black,12.0,36.0
G.Skill F5-5600J2834F32GX2-TZ5RK 64 GB,3999.8,"5,5600","2,32",3.125,Black,10.0,28.0
Crucial CT4G4DFS8213 4 GB,351.0,"4,2133","1,4",4.388,Black / Green,14.065,15.0
TEAMGROUP T-Force Delta RGB 16 GB,959.8,"5,5200","2,8",2.999,Black,15.385,40.0
Kingston HyperX Fury RGB 32 GB,,"4,3200","2,16",,Black,10.0,16.0
TEAMGROUP Xtreem ARGB 48 GB,3739.8,"5,7200","2,24",3.896,Black,9.444,34.0
Patriot Viper Steel 16 GB,1615.0,"4,3733","2,8",5.047,Silver / Black,9.108,17.0
ADATA XPG Lancer Blade 16 GB,1465.2,"5,6000","1,16",4.579,Black,10.0,30.0
Corsair ValueSelect 8 GB,919.59,"4,2666","1,8",5.747,Black / Yellow,13.503,18.0
Crucial CT16G56C46S5 16 GB,819.8,"5,5600","1,16",2.562,Black,16.429,46.0
Klevv Urbane V RGB 32 GB,,"5,6400","2,16",,White,9.375,30.0
Corsair Vengeance 32 GB,2498.0,"5,6800","2,16",3.903,Black,11.765,40.0
G.Skill Ripjaws V 16 GB,799.8,"4,2666","2,8",2.499,Black / Red,11.253,15.0
Kingston FURY Beast 16 GB,1379.6,"5,6000","1,16",4.311,Black,10.0,30.0
Corsair Vengeance LPX 16 GB,1259.8,"4,2666","1,16",3.937,Black / Yellow,12.003,16.0
OLOy MD4U082417BBSA 8 GB,399.6,"4,2400","1,8",2.498,Red / Black,14.167,17.0
G.Skill Trident Z5 RGB 64 GB,4099.8,"5,6000","2,32",3.203,Black,10.667,32.0
TEAMGROUP T-Force Vulcan 32 GB,1659.8,"5,6000","2,16",2.593,Red,12.667,38.0
Corsair Dominator Platinum RGB 64 GB,4219.8,"5,5200","2,32",3.297,White,15.385,40.0
Kingston FURY Beast RGB 8 GB,899.8,"5,6000","1,8",5.624,Black,10.0,30.0
G.Skill Trident Z5 Neo RGB 256 GB,16199.8,"5,6000","4,64",3.164,Black,12.0,36.0
Corsair Vengeance RGB 32 GB,2739.8,"5,6600","2,16",4.281,Black,11.515,38.0
TEAMGROUP T-Force Delta RGB 32 GB,1759.8,"5,5200","2,16",2.75,Black,15.385,40.0
Timetec PINNACLE Konduit 32 GB,,"4,3600","1,32",,Black,10.0,18.0
Crucial Ballistix RGB 16 GB,,"4,3600","2,8",,White,8.889,16.0
G.Skill Ripjaws V 16 GB,,"4,3200","2,8",,Black,10.0,16.0
G.Skill Trident Z RGB 64 GB,3199.8,"4,3200","2,32",2.5,Black,10.0,16.0
G.Skill Trident Z5 Neo 32 GB,1999.8,"5,6000","2,16",3.125,Black,12.0,36.0
ADATA XPG SPECTRIX D50 16 GB,2320.6,"4,3200","2,8",7.252,Black,10.0,16.0
Kingston Fury Beast RGB Special Edition 32 GB,,"4,3600","2,16",,White,10.0,18.0
G.Skill NS 2 GB,254.0,"3,1333","1,2",6.35,Green,13.503,9.0
Corsair Vengeance LPX 16 GB,,"4,3200","2,8",,Red,10.0,16.0
ADATA XPG GAMMIX D30 16 GB,,"4,3000","2,8",,Silver / Red,10.667,16.0
OLOy Blade RGB 32 GB,,"5,6400","2,16",,Black,11.25,36.0
G.Skill Trident Z5 RGB 32 GB,2399.79,"5,6000","2,16",3.75,Black,10.0,30.0
TEAMGROUP T-Force Vulcan 64 GB,2999.8,"5,5200","2,32",2.344,Black,15.385,40.0
G.Skill Ripjaws S5 96 GB,3699.8,"5,5200","2,48",1.927,Black,15.385,40.0
Kingston Server Premier 32 GB,2577.6,"4,3200","1,32",4.027,,13.75,22.0
Timetec PINNACLE Konduit RGB 8 GB,399.79,"4,3200","1,8",2.499,White,10.0,16.0
Corsair ValueSelect 4 GB,724.0,"3,1600","1,4",9.05,Black / Green,13.75,11.0
Mushkin Silverline 8 GB,2462.8,"2,800","2,4",15.393,Gray / Silver,15.0,6.0
Micron MT8JTF25664AZ-1G4D1 2 GB,442.0,"3,1333","1,2",11.05,,13.503,9.0
G.Skill Ripjaws V 64 GB,2799.8,"4,2666","2,32",2.187,Black,13.503,18.0
Crucial CT16G4WFD8213 16 GB,1081.8,"4,2133","1,16",3.381,Green,14.065,15.0
Corsair Vengeance RGB 32 GB,2059.79,"5,5200","2,16",3.218,Black,15.385,40.0
Corsair Vengeance RGB 32 GB,2379.79,"5,5600","2,16",3.718,Black,12.857,36.0
PNY XLR8 Gaming MAKO EPIC-X RGB 32 GB,3245.6,"5,6000","2,16",5.071,Black,13.333,40.0
Corsair CORSAIR Vengeance LED 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMU16GX4M2C3000C16R 16 GB,,"4,3000","2,8",,Black,10.667,16.0
Patriot Viper 4 Blackout 16 GB,819.8,"4,3600","2,8",2.562,Black,10.0,18.0
Kingston Server Premier 32 GB,3340.0,"5,5200","1,32",5.219,Green / Black,16.154,42.0
TEAMGROUP T-Force Vulcan Z 32 GB,,"4,3600","2,16",,Red / Black,10.0,18.0
G.Skill Ripjaws M5 RGB 96 GB,6399.8,"5,6400","2,48",3.333,Black,10.0,32.0
Patriot Viper Venom RGB 64 GB,3299.8,"5,5600","2,32",2.578,Black / White,14.286,40.0
Silicon Power XPOWER Turbine RGB 16 GB,899.8,"4,3200","2,8",2.812,Silver / Black,10.0,16.0
Corsair Vengeance LPX 64 GB,3292.8,"4,3000","4,16",2.572,Black,10.667,16.0
Corsair Vengeance LPX 8 GB,739.8,"4,2400","1,8",4.624,Black / Yellow,11.667,14.0
G.Skill Trident Z5 RGB 48 GB,3799.8,"5,7600","2,24",3.958,Black,10.0,38.0
Kingston FURY Beast RGB 8 GB,,"4,3200","1,8",,Black / Silver,10.0,16.0
ADATA Premier 8 GB,,"4,2400","1,8",,Green,14.167,17.0
TEAMGROUP T-Force Dark Za 16 GB,,"4,3600","2,8",,Black / Silver,10.0,18.0
Crucial CT2K64G56C46S5 128 GB,5599.8,"5,5600","2,64",2.187,Black,16.429,46.0
TEAMGROUP T-Force Delta RGB 32 GB,2259.79,"5,6800","2,16",3.531,Black / Silver,10.0,34.0
Corsair Dominator Platinum RGB 32 GB,3159.8,"4,4000","2,16",4.937,Black,9.0,18.0
Kingston FURY Beast 64 GB,3799.8,"4,3200","4,16",2.969,Black,10.0,16.0
Kingston Server Premier 16 GB,2199.79,"5,5200","1,16",6.874,Green / Black,16.154,42.0
Kingston ValueRAM 4 GB,295.2,"4,3200","1,4",3.69,Green,13.75,22.0
Kingston Fury Renegade RGB 32 GB,3139.8,"5,6000","2,16",4.906,Silver / Black,10.667,32.0
Kingston FURY Renegade 48 GB,4332.2,"5,6400","1,48",4.513,Silver / Black,10.0,32.0
G.Skill Ripjaws V 16 GB,,"4,2133","2,8",,Black / Red,14.065,15.0
Patriot Viper Steel 16 GB,,"4,4400","2,8",,Silver / Black,8.636,19.0
Lexar THOR OC 32 GB,,"5,5600","2,16",,Black / Gold,12.857,36.0
G.Skill Flare X5 128 GB,7799.8,"5,6000","2,64",3.047,Black,12.0,36.0
Patriot Viper Venom RGB 64 GB,3699.8,"5,6000","2,32",2.89,Black / White,12.0,36.0
ADATA XPG LANCER RGB 64 GB,6632.79,"5,6400","2,32",5.182,White,10.0,32.0
TEAMGROUP T-Force Xtreem 48 GB,3639.8,"5,7200","2,24",3.791,Pink,9.444,34.0
Corsair Vengeance RGB 64 GB,6399.8,"5,6400","4,16",5.0,Black / Gray,10.0,32.0
Kingston FURY Beast 32 GB,4976.0,"5,6400","1,32",7.775,Black,10.0,32.0
Corsair Dominator Platinum RGB 32 GB,3699.8,"5,6600","2,16",5.781,Black,9.697,32.0
Patriot Viper Steel RGB 16 GB,1039.8,"4,3200","2,8",3.249,Black,11.25,18.0
Kingston FURY Beast RGB 16 GB,1091.2,"5,5200","1,16",3.41,Black,13.846,36.0
Kingston KVR1333D3N9/4G 4 GB,424.4,"3,1333","1,4",5.305,Green,13.503,9.0
G.Skill TridentZ RGB 32 GB,,"4,3600","2,16",,Black,7.778,14.0
ADATA XPG Lancer Blade RGB 16 GB,,"5,6000","1,16",,White,10.0,30.0
Klevv CRAS V RGB 48 GB,,"5,6000","2,24",,Black,10.0,30.0
TEAMGROUP Xtreem ARGB 32 GB,,"5,6400","2,16",,Black,10.0,32.0
Corsair Dominator Platinum RGB 32 GB,3479.8,"5,6000","2,16",5.437,White,12.0,36.0
G.Skill Ripjaws X 32 GB,1967.4,"3,1600","4,8",3.074,Black / Blue,11.25,9.0
G.Skill Trident Z5 Royal 48 GB,4399.8,"5,8000","2,24",4.583,Silver,10.0,40.0
TEAMGROUP T-Force Vulcan 16 GB,,"5,5600","2,8",,Black,14.286,40.0
Corsair Vengeance RGB Pro 16 GB,1659.8,"4,2666","2,8",5.187,Black,12.003,16.0
G.Skill F4-3200C16Q2-128GTZSK 128 GB,,"4,3200","8,16",,Gray / Black,10.0,16.0
Thermaltake TOUGHRAM RGB 16 GB,2275.8,"4,3200","2,8",7.112,White / Silver,10.0,16.0
G.Skill Trident Z Neo 256 GB,16357.4,"4,3200","8,32",3.195,Black / Silver,10.0,16.0
SK Hynix HMT351U7BFR8A-H9 4 GB,,"3,1333","1,4",,Blue / Black,13.503,9.0
Corsair Vengeance LPX 64 GB,,"4,4000","2,32",,Black / Yellow,9.0,18.0
Corsair Dominator Platinum RGB 32 GB,3439.8,"5,6000","2,16",5.375,Black,10.0,30.0
Patriot Viper Elite II 16 GB,799.8,"4,3200","1,16",2.499,Red / Black,11.25,18.0
Corsair Vengeance RGB 64 GB,4199.8,"5,6000","2,32",3.281,White / Black,13.333,40.0
Kingston FURY Beast 128 GB,10506.4,"4,3200","4,32",4.104,Black,10.0,16.0
Timetec PINNACLE Konduit 16 GB,619.79,"4,3200","1,16",1.937,White,10.0,16.0
Crucial CT32G4RFD432A 32 GB,1299.6,"4,3200","1,32",2.031,Green / Black,13.75,22.0
G.Skill Aegis 8 GB,780.0,"4,2133","1,8",4.875,Black / Red,14.065,15.0
Corsair Vengeance RGB 32 GB,3299.8,"5,7000","2,16",5.156,Black,10.286,36.0
Kingston ValueRAM 4 GB,645.79,"2,800","2,2",8.072,Green,15.0,6.0
G.Skill Trident Z5 Royal Neo RGB 48 GB,,"5,6000","2,24",,Silver,9.333,28.0
Kingston Server Premier 64 GB,7764.6,"4,2666","1,64",6.066,,14.254,19.0
Netac Shadow II 16 GB,,"4,3600","2,8",,Black,10.0,18.0
TEAMGROUP T-Force Delta RGB 32 GB,2759.8,"5,7600","2,16",4.312,White / Silver,9.474,36.0
Silicon Power XPOWER Zenith Gaming 32 GB,,"4,3200","2,16",,Black,10.0,16.0
Kingston FURY Beast 16 GB,1389.0,"5,6000","1,16",4.341,White,10.0,30.0
G.Skill Trident Z5 RGB 48 GB,4999.8,"5,8200","2,24",5.208,White / Black,9.756,40.0
TEAMGROUP T-Force Delta RGB 32 GB,,"5,6600","2,16",,White,10.303,34.0
Patriot Viper Steel 32 GB,1599.6,"4,3200","1,32",2.499,Gray,10.0,16.0
GOODRAM IRDM 64 GB,,"5,6000","2,32",,Black,10.0,30.0
Kingston FURY Beast 64 GB,5308.2,"5,6400","2,32",4.147,Black,10.0,32.0
Crucial CT8G4DFS8266 8 GB,390.0,"4,2666","1,8",2.438,Green / Black,14.254,19.0
G.Skill Trident Z RGB 32 GB,,"4,3000","2,16",,Black,10.667,16.0
Corsair Dominator Platinum RGB 32 GB,2851.0,"4,3600","2,16",4.455,Black,10.0,18.0
Corsair Vengeance LPX 128 GB,,"4,3800","8,16",,Black / Yellow,10.0,19.0
Crucial Ballistix 32 GB,,"4,3200","2,16",,White,10.0,16.0
Kingston HyperX Fury 16 GB,,"4,3200","1,16",,Black,10.0,16.0
Apacer ZADAK Twist 16 GB,,"4,3000","2,8",,Black / Silver,10.667,16.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"4,3200","2,8",,Black,10.0,16.0
Patriot Viper Elite II 16 GB,839.8,"4,3600","1,16",2.624,Red / Black,11.111,20.0
Corsair Vengeance 64 GB,6179.8,"5,6400","4,16",4.828,Black / Gray,10.0,32.0
Crucial Ballistix Sport 16 GB,1999.4,"3,1600","2,8",6.248,Black / Silver,11.25,9.0
Kingston FURY Beast RGB 8 GB,803.4,"5,5600","1,8",5.021,Black,14.286,40.0
Crucial CT2K4G4DFS8266 8 GB,1469.6,"4,2666","2,4",9.185,Green,14.254,19.0
G.Skill Trident Z5 64 GB,3800.0,"5,6000","2,32",2.969,Black / Silver,10.667,32.0
G.Skill Trident Z Neo 64 GB,3299.8,"4,3200","2,32",2.578,Black / Silver,10.0,16.0
Corsair Vengeance 32 GB,1699.8,"5,4800","2,16",2.656,Black / White,16.667,40.0
Corsair Vengeance 48 GB,3478.39,"5,6400","2,24",3.623,Black / Gray,11.25,36.0
Kingston FURY Beast RGB 32 GB,1999.8,"5,6400","2,16",3.125,White,10.0,32.0
Corsair Dominator Platinum RGB 32 GB,3439.8,"5,6000","2,16",5.375,Black,10.0,30.0
Corsair Vengeance LPX 128 GB,,"4,2666","4,32",,Black / Yellow,12.003,16.0
Silicon Power SP016GBLFU320X02 16 GB,,"4,3200","1,16",,,13.75,22.0
ADATA XPG CASTER RGB 32 GB,9499.0,"5,6400","2,16",14.842,Black / Silver,12.5,40.0
Corsair Vengeance RGB RT 32 GB,,"4,4600","2,16",,Black,7.826,18.0
ADATA XPG Lancer Blade 32 GB,,"5,6000","2,16",,Black,16.0,48.0
Kingston FURY Beast RGB 16 GB,,"5,4800","2,8",,Black,15.833,38.0
PNY XLR8 Gaming EPIC-X RGB 8 GB,667.2,"4,3200","1,8",4.17,Black,10.0,16.0
Corsair Dominator Titanium 64 GB,6799.8,"5,6000","4,16",5.312,Black,12.0,36.0
Crucial Ballistix Sport LT 16 GB,,"4,2666","2,8",,Red,12.003,16.0
G.Skill Trident Z Neo 32 GB,9596.4,"4,3600","2,16",14.994,Black / Silver,7.778,14.0
G.Skill Trident Z5 Neo RGB 96 GB,4599.8,"5,5600","2,48",2.396,Black,14.286,40.0
TEAMGROUP T-Force Vulcan 64 GB,3319.8,"5,6000","2,32",2.594,Black,12.667,38.0
TEAMGROUP Xtreem 32 GB,3099.8,"5,7600","2,16",4.843,Black,9.474,36.0
G.Skill Ripjaws V 64 GB,3430.4,"4,3600","4,16",2.68,Black,8.889,16.0
TEAMGROUP T-Force Delta RGB 48 GB,4199.8,"5,7600","2,24",4.375,White,9.474,36.0
Kingston FURY Renegade Pro 256 GB,43428.8,"5,6800","8,32",8.482,Black,10.0,34.0
Neo Forza FAYE 16 GB,,"4,3200","2,8",,Silver / Black,10.0,16.0
TEAMGROUP T-Create Expert 64 GB,,"4,3600","2,32",,Gray,10.0,18.0
Corsair Vengeance RGB Pro SL 32 GB,2688.2,"4,3200","2,16",4.2,Black,10.0,16.0
Corsair Vengeance RGB 32 GB,,"5,5600","2,16",,White,12.857,36.0
G.Skill Trident Z5 RGB 48 GB,3399.8,"5,6800","2,24",3.541,Black,10.0,34.0
Corsair Vengeance LPX 16 GB,1599.6,"4,4000","2,8",4.999,Black / Yellow,9.5,19.0
Patriot Signature Premium 8 GB,559.79,"4,2666","1,8",3.499,Black,14.254,19.0
ADATA XPG SPECTRIX D35G RGB 16 GB,,"4,3600","2,8",,Black,10.0,18.0
Kingston HyperX Fury RGB 16 GB,,"4,3600","2,8",,Black / Silver,9.444,17.0
Kingston FURY Renegade 16 GB,,"4,3600","2,8",,Black / Silver,8.889,16.0
Kingston HyperX Fury 32 GB,,"4,3600","2,16",,Black,10.0,18.0
Kingston ValueRAM 16 GB,879.0,"4,3200","1,16",2.747,,13.75,22.0
Mushkin Redline 32 GB,,"4,3600","2,16",,Black,8.889,16.0
Klevv CRAS V RGB 48 GB,,"5,8400","2,24",,Black,9.524,40.0
Crucial CT2KIT12864BA160B 2 GB,19900.0,"3,1600","2,1",497.5,Black / Green,13.75,11.0
G.Skill Trident Z RGB 96 GB,8855.0,"5,6400","2,48",4.612,Silver / Black,10.0,32.0
Corsair Vengeance RGB 64 GB,5519.8,"5,6200","2,32",4.312,Black / Silver,10.323,32.0
Kingston ValueRAM 32 GB,1351.8,"4,3200","1,32",2.112,,13.75,22.0
TEAMGROUP Elite Plus 16 GB,799.8,"5,4800","2,8",2.499,Black,16.667,40.0
Patriot Signature Line 16 GB,979.59,"5,4800","2,8",3.061,Black,16.667,40.0
Corsair Vengeance LPX 8 GB,739.8,"4,2666","1,8",4.624,Black / Yellow,12.003,16.0
Crucial CT2K8G4DFS8266 16 GB,730.0,"4,2666","2,8",2.281,Green,14.254,19.0
Kingston Server Premier 32 GB,3171.0,"4,2666","1,32",4.955,,14.254,19.0
TEAMGROUP T-Force Vulcan Z 16 GB,,"4,3000","2,8",,Silver / Black,10.667,16.0
Corsair Dominator Platinum RGB 32 GB,,"4,4000","2,16",,White,9.5,19.0
OLOy MD4U323216DJDA 64 GB,,"4,3200","2,32",,Black,10.0,16.0
Corsair Vengeance RGB Pro SL 32 GB,2865.2,"4,4000","2,16",4.477,Black,9.0,18.0
G.Skill Ripjaws S5 64 GB,3199.8,"5,5600","2,32",2.5,Black,12.857,36.0
G.Skill Trident Z5 RGB 64 GB,,"5,6000","2,32",,Black,10.0,30.0
Corsair Vengeance LPX 16 GB,1479.6,"4,2666","2,8",4.624,Black,12.003,16.0
Kingston FURY Beast RGB 32 GB,2932.6,"5,5600","1,32",4.582,Black,12.857,36.0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,"5,6000","2,16",,Black,12.667,38.0
Kingston HyperX Fury 8 GB,,"3,1600","1,8",,Black / Silver,12.5,10.0
Kingston FURY Beast 16 GB,1139.8,"4,3600","1,16",3.562,Black,10.0,18.0
Kingston ValueRAM 8 GB,514.2,"4,2400","1,8",3.214,Green,14.167,17.0
Kingston Server Premier 64 GB,5536.4,"4,2666","1,64",4.325,,14.254,19.0
Corsair Dominator Platinum 8 GB,,"3,3200","2,4",,Black / Silver,8.125,13.0
ADATA XPG GAMMIX D45 16 GB,,"4,3200","2,8",,Black,10.0,16.0
V-Color XSky RGB 32 GB,3299.8,"5,6000","2,16",5.156,Black,12.0,36.0
Kingston FURY Beast RGB 64 GB,6708.8,"5,6000","2,32",5.241,Black,10.0,30.0
Corsair Dominator Platinum RGB 32 GB,2819.8,"5,5200","2,16",4.406,White,15.385,40.0
Kingston FURY Beast 64 GB,5199.8,"5,6400","2,32",4.062,White,10.0,32.0
Corsair Vengeance 32 GB,2219.79,"5,5600","2,16",3.468,White / Gray,14.286,40.0
Corsair Dominator Platinum RGB 32 GB,,"5,5600","2,16",,White,12.857,36.0
TEAMGROUP T-Force Vulcan Z 16 GB,1323.0,"4,3200","1,16",4.134,Gray,10.0,16.0
Corsair Dominator Platinum RGB 64 GB,4879.8,"4,3200","4,16",3.812,Black,10.0,16.0
Crucial Ballistix Sport 8 GB,780.0,"4,2400","1,8",4.875,Gray / Silver,13.333,16.0
Kingston HyperX Fury RGB 8 GB,,"4,3000","1,8",,Black,10.0,15.0
Patriot Viper 4 GB,,"2,1066","2,2",,Black / Silver,9.381,5.0
TEAMGROUP T-Force Delta RGB 96 GB,,"5,7000","2,48",,Black,9.714,34.0
G.Skill Trident Z5 Neo RGB 32 GB,3299.8,"5,8000","2,16",5.156,Silver / Black,9.5,38.0
TEAMGROUP T-Force Vulcan 64 GB,3719.8,"5,6400","2,32",2.906,Black,10.625,34.0
Corsair Vengeance RGB 64 GB,3798.0,"5,5600","2,32",2.967,White / Gray,14.286,40.0
G.Skill Flare X 32 GB,1910.4,"4,3200","2,16",2.985,Black,10.0,16.0
Kingston FURY Beast 32 GB,8443.79,"5,6000","2,16",13.193,Black,13.333,40.0
Kingston FURY Renegade 16 GB,,"4,5000","2,8",,Black,7.6,19.0
G.Skill Trident Z RGB 64 GB,9100.59,"4,3200","4,16",7.11,Black,10.0,16.0
Patriot Viper Steel RGB 8 GB,499.79,"4,3200","1,8",3.124,Black,11.25,18.0
Corsair Dominator Platinum RGB 64 GB,,"5,5600","4,16",,Black,12.857,36.0
Kingston HyperX Fury 16 GB,,"3,1866","2,8",,Red / Silver,10.718,10.0
Kingston HyperX Predator RGB 16 GB,,"4,3200","2,8",,Black / Silver,10.0,16.0
Corsair Vengeance 32 GB,,"5,5200","2,16",,Black / Gray,14.615,38.0
OLOy OWL RGB 16 GB,,"4,3200","2,8",,White,10.0,16.0
G.Skill Ripjaws 32 GB,1659.8,"5,4800","2,16",2.593,Black / Silver,14.167,34.0
Corsair Vengeance RGB RS 64 GB,3682.4,"4,3200","2,32",2.877,Black / Gray,10.0,16.0
G.Skill Ripjaws S5 64 GB,4099.8,"5,6000","2,32",3.203,Black,10.667,32.0
TEAMGROUP T-Force Vulcan 32 GB,2529.19,"5,5600","2,16",3.952,Black,11.429,32.0
G.Skill Trident Z5 Neo 128 GB,8099.8,"5,6000","2,64",3.164,Black,12.0,36.0
Corsair Vengeance LPX 16 GB,959.8,"4,2666","2,8",2.999,White,12.003,16.0
G.Skill Ripjaws V 16 GB,799.8,"4,3000","2,8",2.499,Red / Black,10.667,16.0
G.Skill Aegis 16 GB,719.8,"4,2666","1,16",2.249,Black / Red,14.254,19.0
Silicon Power XPOWER Storm RGB 64 GB,,"5,6400","2,32",,Black,10.0,32.0
Corsair Vengeance RGB 48 GB,3779.8,"5,6400","2,24",3.937,Black,11.25,36.0
G.Skill Trident Z5 RGB 64 GB,5817.0,"5,5600","2,32",4.545,Black,12.857,36.0
Corsair Vengeance RGB Pro 16 GB,1939.8,"4,3000","2,8",6.062,Black,10.0,15.0
GeIL ORION V RGB AMD 32 GB,,"5,5600","2,16",,Black,13.571,38.0
Corsair Vengeance LPX 16 GB,,"4,3600","2,8",,Black / Yellow,10.0,18.0
TEAMGROUP T-Force Delta TUF Gaming Alliance 16 GB,,"4,3200","2,8",,Black / Gold,10.0,16.0
Kingston Server Premier 64 GB,6279.8,"4,3200","1,64",4.906,,13.75,22.0
Corsair Vengeance RGB Pro SL 32 GB,2199.79,"4,3600","2,16",3.437,Black,10.0,18.0
TEAMGROUP Xtreem ARGB 32 GB,3799.8,"5,7600","2,16",5.937,Black,9.474,36.0
Corsair Vengeance LPX 16 GB,1479.6,"4,2400","2,8",4.624,Black / Yellow,11.667,14.0
TEAMGROUP Xtreem ARGB 32 GB,3999.8,"5,8000","2,16",6.25,Black,9.5,38.0
Patriot Viper Venom RGB 32 GB,1979.8,"5,6400","2,16",3.093,Black / White,12.5,40.0
G.Skill Trident X 32 GB,3694.0,"3,2400","4,8",5.772,Black / Red,8.333,10.0
Lexar Ares RGB 2nd Gen 48 GB,4199.8,"5,8000","2,24",4.375,Black,10.0,40.0
