name,price,capacity,price_per_gb,type,cache,form_factor,interface
Western Digital WD Red Pro,8999.79,24000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital WD_BLACK,1560.2,2000.0,0.039,7200,64.0,3.5,SATA 6.0 Gb/s
PNY CS2241,1999.8,2000.0,0.05,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Leven JS600,519.79,512.0,0.051,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket 4 Plus,4399.8,2000.0,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG SX8200 Pro,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel 660p,1500.0,1020.0,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP44,4819.8,4000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial T500 W/Heatsink,3299.8,2000.0,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_BLACK SN7100,999.8,500.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM710,1774.8,1000.0,0.089,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,,3000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Samsung 870 QVO,2290.0,1000.0,0.114,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue,1199.8,3000.0,0.02,5400,256.0,3.5,SATA 6.0 Gb/s
KingSpec XG7000,3959.8,4000.0,0.049,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MS30,1779.8,2000.0,0.044,SSD,,M.2-2280,M.2 SATA
Inland Performance Plus,1539.6,1000.0,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 980,1108.0,250.0,0.222,SSD,,M.2-2280,M.2 PCIe 3.0 X4
FanXiang S880,2399.79,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP44Q,2179.79,2000.0,0.054,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket 4 Plus G,,4000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M480 PRO,5799.8,4000.0,0.072,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4
Crucial BX500,1224.4,480.0,0.128,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,2599.8,4000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s
Klevv CRAS C910,699.8,500.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot Viper VP4300 Lite,4199.8,4000.0,0.052,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE GA PRO,1799.8,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Samsung 860 Evo,1322.6,250.0,0.265,SSD,512.0,2.5,SATA 6.0 Gb/s
Western Digital WD Blue,2630.2,8000.0,0.016,5640,256.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,3999.8,8000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Corsair MP600 ELITE,1699.8,1000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston KC3000,6599.8,4096.0,0.081,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Desktop HDD,,4000.0,,5900,64.0,3.5,SATA 6.0 Gb/s
Timetec 35TTFP6PCIE,659.8,512.0,0.064,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power P34A60,1099.4,1000.0,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial P1,2700.0,1000.0,0.135,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 9100 PRO w/Heatsink,3299.8,1000.0,0.165,SSD,1024.0,M.2-2280,M.2 PCIe 5.0 X4
Inland Performance Plus,2639.8,2000.0,0.066,SSD,,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M470 PRO,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP44,2419.79,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Barracuda Compute,1499.6,4000.0,0.019,5400,256.0,3.5,SATA 6.0 Gb/s
Lexar NM710,2926.2,2000.0,0.073,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 870 QVO,4300.0,2000.0,0.107,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X18,8588.4,18000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Patriot P310,719.59,480.0,0.075,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston A400,954.2,120.0,0.398,SSD,,2.5,SATA 6.0 Gb/s
Lexar NQ790,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Orico Y-20,219.8,128.0,0.086,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MG10 512e,6999.8,20000.0,0.017,7200,512.0,3.5,SATA 6.0 Gb/s
KingSpec P3,919.8,1000.0,0.046,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP700 PRO,9999.79,4000.0,0.125,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Leven JPS600,1839.8,2000.0,0.046,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk SSD PLUS,,1000.0,,SSD,,2.5,SATA 6.0 Gb/s
Crucial P2,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar EQ790,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot P220,269.8,128.0,0.105,SSD,,2.5,SATA 6.0 Gb/s
Patriot P310,1039.8,960.0,0.054,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Green SN350,2089.79,2000.0,0.052,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4 Plus,2399.79,1000.0,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba DT01ACA100,,1000.0,,7200,32.0,3.5,SATA 6.0 Gb/s
Western Digital WD Red Pro,8395.8,20000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
Kingston KC600,709.8,256.0,0.139,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda 530R,3399.8,2000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston FURY Renegade G5,3439.8,1024.0,0.168,SSD,,M.2-2280,M.2 PCIe 5.0 X4
ADATA SU630,532.2,240.0,0.111,SSD,,2.5,SATA 6.0 Gb/s
ADATA Legend 800,2399.79,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power UD85,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,4955.8,8000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s
Samsung 870 Evo,1099.8,250.0,0.22,SSD,512.0,2.5,SATA 6.0 Gb/s
Toshiba MG09 512e,5500.0,18000.0,0.015,7200,512.0,3.5,SATA 6.0 Gb/s
MSI SPATIUM M450,999.0,500.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_Black SN850X w/Heatsink,6199.8,4000.0,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot Burst Elite,539.79,480.0,0.056,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,1719.8,2000.0,0.043,5400,128.0,2.5,SATA 6.0 Gb/s
Western Digital Green,1221.8,1000.0,0.061,SSD,,2.5,SATA 6.0 Gb/s
ADATA LEGEND 860,2627.8,2000.0,0.066,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,1399.6,1000.0,0.07,5400,64.0,3.5,SATA 6.0 Gb/s
Western Digital Blue SA510,1298.0,1000.0,0.065,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue SN570,2199.79,500.0,0.22,SSD,,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2241,1159.8,1000.0,0.058,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Orico O7000,2078.8,2000.0,0.052,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 960 Evo,1759.0,250.0,0.352,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Patriot P320,469.79,256.0,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple Pro,9999.79,24000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Blue SN550,3179.4,500.0,0.318,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP700 PRO,2799.8,1000.0,0.14,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Crucial P3,6360.0,4000.0,0.08,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro,4749.0,14000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC520,3900.0,12000.0,0.016,7200,,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,3199.8,2000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
SK Hynix Platinum P51,5399.8,2000.0,0.135,SSD,,M.2-2280,M.2 PCIe 5.0 X4
SanDisk SSD PLUS,1259.8,1000.0,0.063,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP700 PRO SE with Air Cooler,11199.8,4000.0,0.14,SSD,,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP EX2,,16000.0,,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP Cardea A440,2579.8,2000.0,0.064,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Vulcan Z,1799.8,2000.0,0.045,SSD,,2.5,SATA 6.0 Gb/s
Patriot P310,519.6,240.0,0.108,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro NAS,11907.4,22000.0,0.027,7200,512.0,3.5,SATA 6.0 Gb/s
Corsair MP600 CORE XT,5599.8,4000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec XG7000,1159.8,1000.0,0.058,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial T500,1459.6,500.0,0.146,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 970 Pro,4799.8,512.0,0.469,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Acer Predator GM7000,1059.8,512.0,0.103,SSD,512.0,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S101,319.8,128.0,0.125,SSD,,2.5,SATA 6.0 Gb/s
Samsung 980 Pro w/Heatsink,4700.0,2000.0,0.117,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital AV-GP,811.8,2000.0,0.02,5400,64.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,4599.8,14000.0,0.016,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro,4735.6,10000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Patriot P300,2059.79,2000.0,0.051,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk SSD PLUS,559.79,240.0,0.117,SSD,,2.5,SATA 6.0 Gb/s
Patriot Burst Elite,349.6,240.0,0.073,SSD,,2.5,SATA 6.0 Gb/s
Lexar NM790,12589.8,8000.0,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S500 Pro,799.8,512.0,0.078,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Green,1040.0,240.0,0.217,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket 5,6799.8,2000.0,0.17,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Silicon Power US75,1259.8,1000.0,0.063,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS900,399.6,250.0,0.08,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen5 14000,7210.8,2000.0,0.18,SSD,2048.0,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP MP33 PRO,2179.79,2000.0,0.054,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot P400 Lite,539.79,250.0,0.108,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Orico D10,299.8,128.0,0.117,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan Z,399.6,256.0,0.078,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black SN850,2399.79,1000.0,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec XF,1859.8,2000.0,0.046,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland QN450,1299.6,1000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,6599.8,16000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s
Crucial T500 W/Heatsink,2126.19,1000.0,0.106,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,3500.0,5000.0,0.035,5400,128.0,2.5,SATA 6.0 Gb/s
Western Digital WD Green SN3000,899.8,500.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Acer Predator GM7000,,4000.0,,SSD,4096.0,M.2-2280,M.2 PCIe 4.0 X4
Samsung 870 QVO,6800.0,4000.0,0.085,SSD,,2.5,SATA 6.0 Gb/s
Kingston A2000,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate ST500LM021,400.0,500.0,0.04,7200,32.0,2.5,SATA 6.0 Gb/s
TEAMGROUP T-FORCE G70 PRO Graphene,1499.6,1000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_BLACK,2599.8,6000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Blue SA510,4799.8,4000.0,0.06,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black SN750,2314.0,500.0,0.231,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,1614.6,4000.0,0.02,5400,256.0,3.5,SATA 3.0 Gb/s
TEAMGROUP T-Force GC PRO,3999.8,2000.0,0.1,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Seagate Enterprise Capacity,2680.0,8000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s
Patriot P210,1879.8,2000.0,0.047,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X14,5000.0,12000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba MQ01ABD050,363.8,500.0,0.036,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital Black SN770,1087.8,250.0,0.218,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Red Pro,6268.2,16000.0,0.02,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Blue,799.8,1000.0,0.04,7200,64.0,3.5,SATA 6.0 Gb/s
TEAMGROUP MP44Q,4399.8,4000.0,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Red Pro,2779.8,4000.0,0.035,7200,256.0,3.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen5 14000,,4000.0,,SSD,8192.0,M.2-2280,M.2 PCIe 5.0 X4
Toshiba P300,,1000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Crucial T705 W/Heatsink,4399.8,2000.0,0.11,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Seagate FireCuda,3159.8,2000.0,0.079,,,2.5,SATA 6.0 Gb/s
TEAMGROUP MP44,1399.8,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA LEGEND 900,1599.6,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate ST500LM000,780.0,500.0,0.078,,64.0,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan Z,3799.8,4000.0,0.047,SSD,,2.5,SATA 6.0 Gb/s
Lexar NM620,1391.2,256.0,0.272,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen5 14000,3329.4,1000.0,0.166,SSD,2048.0,M.2-2280,M.2 PCIe 5.0 X4
Samsung 860 QVO,2199.79,1000.0,0.11,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP CX2,1819.8,2000.0,0.045,SSD,,2.5,SATA 6.0 Gb/s
Western Digital DC HC530,4399.8,14000.0,0.016,7200,512.0,3.5,SATA 6.0 Gb/s
Samsung Spinpoint M8,589.79,1000.0,0.029,5400,8.0,2.5,SATA 3.0 Gb/s
Samsung 860 Pro,18499.8,4000.0,0.231,SSD,4096.0,2.5,SATA 6.0 Gb/s
Western Digital WD Blue,1199.8,2000.0,0.03,5400,64.0,3.5,SATA 6.0 Gb/s
Crucial P2,,500.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 850 Evo,3919.8,1000.0,0.196,SSD,,2.5,SATA 6.0 Gb/s
ADATA MARS 980 BLADE,6699.8,4000.0,0.084,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Crucial T700 W/Heatsink,7599.0,4000.0,0.095,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Toshiba MQ01ABD032,279.8,320.0,0.044,5400,8.0,2.5,SATA 3.0 Gb/s
Kingston Fury Renegade,1259.8,500.0,0.126,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec NX-2280,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Verbatim Vi5000,2551.8,2000.0,0.064,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intel 660p,1439.6,512.0,0.141,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial T710,8599.79,4000.0,0.107,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Kingston A2000,,500.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel 670p,1838.0,1000.0,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4,1999.8,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Red Pro,6399.8,18000.0,0.018,7200,512.0,3.5,SATA 6.0 Gb/s
Silicon Power P34A60,543.0,256.0,0.106,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot Viper VP4300,2479.79,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 CORE XT,2861.2,2000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS900,1999.8,2000.0,0.05,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X18,5980.0,16000.0,0.019,7200,256.0,3.5,SATA 6.0 Gb/s
Samsung 860 Evo,4980.0,2000.0,0.124,SSD,2048.0,2.5,SATA 6.0 Gb/s
Western Digital Black,2259.79,4000.0,0.028,7200,64.0,3.5,SATA 6.0 Gb/s
Samsung 970 Pro,7999.8,1000.0,0.4,SSD,1024.0,M.2-2280,M.2 PCIe 3.0 X4
Samsung 960 Pro,13799.0,2000.0,0.345,SSD,2048.0,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A55,439.79,256.0,0.086,SSD,,2.5,SATA 6.0 Gb/s
KingSpec NX-2280,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston NV2,,250.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston NV1,,500.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,899.8,1000.0,0.045,5400,64.0,3.5,SATA 6.0 Gb/s
ADATA MARS 980 BLADE,3559.8,2000.0,0.089,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Sabrent Rocket 4 Plus,9999.79,4000.0,0.125,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Surveillance HDD,5812.0,8000.0,0.036,7200,256.0,3.5,SATA 6.0 Gb/s
FanXiang S500 Pro,1196.8,1000.0,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial MX500,,4000.0,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Legend 710,1499.6,1000.0,0.075,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NX-2280,1879.8,2000.0,0.047,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate SkyHawk AI,8799.79,24000.0,0.018,7200,512.0,3.5,SATA 6.0 Gb/s
Patriot Viper PV553,,2000.0,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
ADATA LEGEND 900,2799.8,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Asus ROG Strix SQ7,,1000.0,,SSD,1024.0,M.2-2280,M.2 PCIe 4.0 X4
Lexar EQ790,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland QN450,2399.79,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA EXCERIA G2,2861.0,2000.0,0.072,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 970 Evo,5180.0,2000.0,0.13,SSD,2048.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,980.0,250.0,0.196,SSD,,2.5,SATA 6.0 Gb/s
Kingston NV1,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM610PRO,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SK Hynix Gold P31,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial P5 Plus,2078.4,500.0,0.208,SSD,1024.0,M.2-2280,M.2 PCIe 4.0 X4
Acer FA100,1199.8,1000.0,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP33 PRO,819.8,512.0,0.08,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk SSD PLUS,2399.79,2000.0,0.06,SSD,,2.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,979.4,1000.0,0.049,10000,64.0,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,600.0,500.0,0.06,7200,16.0,3.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,,1000.0,,5400,64.0,3.5,SATA 6.0 Gb/s
Lexar NQ780,1229.8,1000.0,0.061,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte AORUS Gen4,2999.8,1000.0,0.15,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4
Klevv CRAS C930,2439.79,2000.0,0.061,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Timetec 35TTQNM2SATA,,512.0,,SSD,,M.2-2280,M.2 SATA
Toshiba MG08,5980.0,16000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate FireCuda 530,2799.8,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,719.8,1000.0,0.036,5400,16.0,2.5,SATA 6.0 Gb/s
Samsung PM893,17999.8,7680.0,0.117,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP600 CORE XT R2,2599.8,2000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 850 Pro,3399.8,256.0,0.664,SSD,,2.5,SATA 6.0 Gb/s
HP Y6P08AA,,2000.0,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 960 Evo,2920.6,500.0,0.292,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD_BLACK,,1000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,1343.6,1000.0,0.067,5400,128.0,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,2399.79,6000.0,0.02,5400,256.0,3.5,SATA 6.0 Gb/s
MSI SPATIUM M580 FROZR,10999.8,4000.0,,SSD,8192.0,M.2-2280,M.2 PCIe 5.0 X4
Inland TN320,719.8,512.0,0.07,SSD,,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2230,1099.8,1000.0,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel Optane 905P,90000.0,1500.0,3.0,SSD,,2.5,U.2
KIOXIA EXCERIA PRO,2073.8,1000.0,0.104,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,5479.8,10000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S60 Blade,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate EXOS Enterprise,1820.0,4000.0,0.023,7200,128.0,3.5,SATA 6.0 Gb/s
Kingston NV2,4595.4,4000.0,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 530R,1599.8,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 PRO LPX,1899.8,1000.0,0.095,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KIOXIA EXCERIA PRO,3386.2,2000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
SanDisk SSD PLUS,790.0,480.0,0.082,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WD_BLACK SN8100 w/Heatsink,,4000.0,,SSD,4096.0,M.2-2280,M.2 PCIe 5.0 X4
Toshiba DT01ACA200,,2000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Solidigm P44 Pro,5040.0,2000.0,0.126,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intel 750,49777.39,1200.0,2.074,SSD,,PCIe,PCIe x4
Corsair MP600 Force Series Gen4,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 PRO LPX,3199.8,2000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD Blue,2099.79,6000.0,0.017,5400,256.0,3.5,SATA 3.0 Gb/s
Corsair MP600 PRO LPX,18199.8,8000.0,0.114,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte Gen3 2500E,1307.2,500.0,0.131,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial P310 w/Heatsink,1579.6,1000.0,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
SK Hynix Platinum P41,1161.8,500.0,0.116,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Green,899.8,120.0,0.375,SSD,,2.5,SATA 6.0 Gb/s
Orico O7000,1189.8,1000.0,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X16,7780.0,16000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,,1000.0,,5900,64.0,3.5,SATA 6.0 Gb/s
Patriot P210,1059.8,1000.0,0.053,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SX8200 Pro,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar Professional NM1090 PRO,3090.2,1000.0,0.155,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Silicon Power US75,4399.8,4000.0,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Verbatim Vi550,,1000.0,,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket 5,3799.8,1000.0,0.19,SSD,,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP GX2,659.8,512.0,0.064,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-FORCE Z44A7,,2000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston KC600,1237.39,512.0,0.121,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X22,20694.2,22000.0,0.047,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,4706.2,12000.0,0.02,7200,256.0,3.5,SATA 6.0 Gb/s
Patriot P320,319.8,128.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot Viper VP4300,1899.8,1000.0,0.095,SSD,,M.2-2280,M.2 PCIe 4.0 X4
